# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:56:26 2025
#
# User preference: *
#
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
loc_rowid,koi_period,koi_duration,koi_prad,koi_insol,koi_teq,koi_steff,koi_srad
1833,147.281212000,7.37500,2.28,3.69,353.0,5708.00,1.0540
1834,5.262118330,3.24400,1.95,436.61,1166.0,5587.00,1.3090
1835,12.162819500,2.31610,3.14,142.77,882.0,5587.00,1.3090
1836,23.554101200,7.30000,2.33,859.63,1381.0,9565.00,2.2860
1837,41.697758200,5.51300,2.26,13.45,488.0,5730.00,0.8700
1838,4.790294820,2.72190,1.01,183.02,938.0,5412.00,0.8430
1839,38.671584300,5.53200,2.45,15.03,502.0,5432.00,0.9130
1840,8.326518540,5.48300,1.80,182.69,938.0,6057.00,1.0000
1841,5.535331520,2.79300,1.75,292.33,1054.0,5588.00,1.1000
1842,16.726196900,2.70800,1.56,66.83,729.0,5588.00,1.1000
1843,21.587527880,4.49680,2.18,73.42,747.0,6038.00,1.1910
1844,3.757294695,0.92690,1.23,139.89,877.0,4901.00,0.7160
1845,3.282802400,3.25320,1.79,1093.39,1467.0,5640.00,1.5150
1846,4.644951720,3.36600,1.38,504.23,1209.0,6047.00,1.1290
1847,16.667141500,3.52600,0.70,11.47,469.0,4729.00,0.5250
1848,16.486867120,1.43100,27.45,78.99,760.0,6090.00,1.0710
1849,2.685054445,1.04730,1.46,395.08,1137.0,5266.00,0.8290
1850,16.860080500,5.55700,1.71,80.90,765.0,6205.00,0.9730
1851,1.543205410,2.57790,1.23,2636.85,1827.0,5866.00,1.2820
1852,49.500472500,5.77200,2.49,6.20,402.0,4954.00,0.8280
1853,6.475391080,2.70480,1.92,93.41,793.0,4954.00,0.8280
1854,16.858256090,2.07280,2.51,26.05,576.0,4954.00,0.8280
1855,3.132604547,3.63370,48.73,1028.81,1444.0,6248.00,1.1810
1856,2.949029106,2.03110,1.48,263.92,1027.0,4983.00,0.8070
1857,37.865896400,4.78200,2.01,20.61,543.0,5757.00,1.0170
1858,8.308653070,3.27470,2.42,73.53,747.0,5022.00,0.8490
1859,11.932053990,6.20500,1.83,158.22,905.0,5711.00,1.3910
1860,7.542358320,4.73000,1.59,292.19,1054.0,5711.00,1.3910
1861,5.028182530,3.52600,2.03,620.00,1272.0,5640.00,1.5150
1862,1.897828815,2.71140,1.73,2278.95,1761.0,5640.00,1.5150
1863,10.627886950,4.57600,1.87,136.34,872.0,6082.00,1.0140
1864,34.135676000,9.12000,13.98,1281.86,1526.0,7818.00,5.5550
1865,1.104462494,1.04580,1.60,898.79,1397.0,5002.00,0.7530
1866,4.893364950,3.48500,1.60,842.45,1374.0,6688.00,1.3470
1867,11.173920770,3.30700,1.64,94.84,796.0,5911.00,0.9140
1868,31.032599100,3.47600,2.64,23.41,561.0,5841.00,0.9310
1869,0.512407185,1.05790,1.03,583.45,1255.0,3862.00,0.5630
1870,4.150297119,1.20580,3.03,218.44,981.0,5290.00,0.8580
1871,5.896619660,3.15400,1.28,237.10,1000.0,5392.00,1.0870
1872,33.417817300,4.64500,3.13,9.56,448.0,5136.00,0.7440
1873,2.053341891,2.59600,1.44,2154.14,1737.0,6084.00,1.3580
1874,56.776983100,6.86400,3.21,13.74,491.0,6063.00,1.0120
1875,18.784292320,3.11360,2.14,8.30,433.0,4243.00,0.6410
1876,3.614602790,3.22700,1.14,776.70,1347.0,5711.00,1.3910
1877,13.151402230,5.43900,1.87,243.84,1008.0,6154.00,1.6360
1878,18.508452600,6.59600,29.33,51.32,683.0,5942.00,0.9380
1879,7.477638330,2.56930,2.05,776.56,1346.0,5957.00,1.9530
1880,42.191833100,7.08300,2.35,18.08,526.0,5520.00,1.0800
1881,3.730900260,2.90950,1.48,383.51,1128.0,5709.00,0.9500
1882,86.130534000,3.32100,1.47,5.55,391.0,5830.00,0.8760
1883,2.787874175,2.03480,2.33,993.06,1432.0,4827.00,1.7270
1884,37.996236900,6.77510,2.39,34.55,618.0,6038.00,1.1910
1885,8.463543840,1.40780,2.51,99.37,805.0,5427.00,0.8870
1886,17.232328940,4.55680,2.79,105.47,817.0,6086.00,1.2160
1887,28.505721700,6.32400,2.55,22.43,555.0,5712.00,0.8700
1888,53.599145900,6.81100,2.49,18.54,529.0,6319.00,1.0320
1889,16.458186100,1.96370,1.82,40.61,644.0,5475.00,0.8840
1890,191.864192960,4.90000,,,,,
1891,13.725496890,7.62000,,,,,
1892,176.331289000,13.89000,2.38,15.40,505.0,6146.00,2.2510
1893,0.693842661,1.61970,0.83,5182.78,2161.0,5457.00,1.1960
1894,83.488740500,6.21000,2.95,6.76,411.0,5910.00,0.9400
1895,34.060767700,2.47100,2.96,22.32,554.0,5910.00,0.9400
1896,6.214149600,10.14100,4.27,1216.48,1506.0,5295.00,3.1520
1897,31.588897900,3.43800,2.59,51.02,682.0,5866.00,1.3670
1898,59.980986800,7.58800,2.81,24.58,568.0,6103.00,1.3830
1899,25.745795700,7.07300,1.73,75.97,753.0,6103.00,1.3830
1900,11.929793480,6.15200,2.43,83.04,770.0,5831.00,0.9210
1901,17.657378380,3.50900,2.45,3.55,350.0,3745.00,0.4700
1902,4.339456900,2.36520,2.11,300.07,1061.0,5330.00,1.0130
1903,2.852348262,0.70510,1.66,34.95,621.0,3731.00,0.4330
1904,65.648089200,5.74600,3.93,13.04,485.0,5565.00,1.2460
1905,102.653705000,53.58870,39.16,23.66,562.0,6711.00,1.6980
1906,14.833409440,3.92700,2.54,54.74,694.0,5570.00,0.9040
1907,0.987338654,2.59100,0.98,11973.87,2669.0,6258.00,1.8960
1908,101.132347500,4.36600,3.87,4.91,380.0,5492.00,1.0160
1909,1.811460943,5.06500,2.83,1224.37,1508.0,5700.00,1.0080
1910,16.076731480,2.20500,2.14,64.75,724.0,5957.00,0.9710
1911,18.870587050,3.47010,2.67,56.97,701.0,6103.00,0.9490
1912,22.133422400,2.04900,1.76,15.65,507.0,5165.00,0.7020
1913,17.136940800,6.41600,2.05,85.15,775.0,6218.00,1.0770
1914,26.695194400,4.57600,1.40,58.81,706.0,6086.00,1.2160
1915,7.720850470,1.82640,2.53,257.14,1021.0,5887.00,1.1770
1916,6.312508525,2.74550,2.00,25.94,575.0,4090.00,0.5710
1917,4.195773850,2.15570,3.02,283.78,1047.0,5229.00,1.0050
1918,7.132947200,4.36800,1.64,349.21,1102.0,5862.00,1.3070
1919,8.919012280,4.14100,1.84,258.92,1023.0,5862.00,1.3070
1920,4.562040700,2.85210,2.82,1306.97,1533.0,5343.00,2.5060
1921,7.596699800,3.66700,1.32,204.34,964.0,5716.00,1.0910
1922,2.392630668,1.37050,1.33,955.41,1418.0,5716.00,1.0910
1923,17.670029100,6.69300,2.89,86.37,778.0,5795.00,1.2470
1924,15.408773830,3.49000,,,,,
1925,108.593113000,7.98900,1.68,4.64,374.0,5678.00,0.9210
1926,19.986591600,4.39100,4.22,63.67,720.0,5500.00,1.2380
1927,12.125806440,3.28900,2.50,123.78,851.0,5500.00,1.2380
1928,76.421501000,7.21800,2.81,10.11,455.0,5561.00,1.1900
1929,56.259088100,8.11400,2.22,20.49,543.0,6038.00,1.1910
1930,1.646801683,1.19660,0.86,99.80,806.0,3810.00,0.5130
1931,3.788618330,2.80800,1.23,424.17,1158.0,5560.00,1.0400
1932,10.458398650,3.15400,1.25,32.45,609.0,4641.00,0.7470
1933,21.103301400,2.05900,1.56,62.99,718.0,6000.00,1.1260
1934,95.611461700,7.48900,2.37,7.45,421.0,6002.00,1.0810
1935,58.355125520,8.45000,,,,,
1936,1.204686597,0.82300,1.55,2026.81,1711.0,5780.00,1.0000
1937,11.898494800,3.01500,1.69,176.27,929.0,5862.00,1.3070
1938,23.127417100,4.90100,1.44,46.89,667.0,5865.00,1.0660
1939,5.132486123,1.45750,1.69,27.41,584.0,3879.00,0.5780
1940,8.779973490,3.22010,2.12,61.24,713.0,5191.00,0.7640
1941,57.689621200,5.11800,5.14,16.19,512.0,6228.00,1.0490
1942,10.664895140,3.15900,1.76,132.15,865.0,6014.00,1.0210
1943,5.123320400,2.74660,1.65,231.12,994.0,5364.00,0.9820
1944,3.573202801,2.88000,5.81,507.91,1210.0,5646.00,1.0800
1945,61.617452800,3.81600,3.36,7.67,424.0,5480.00,0.9310
1946,24.339820200,3.89100,5.09,69.79,737.0,5596.00,1.4660
1947,7.165204280,1.70500,2.31,270.34,1034.0,6174.00,1.1030
1948,1.755843555,1.94250,1.94,771.02,1343.0,5569.00,0.8290
1949,5.185600810,4.05400,2.34,705.79,1314.0,6172.00,1.4710
1950,33.469857100,4.74900,2.45,32.52,609.0,5912.00,1.0940
1951,11.895204360,3.43300,1.33,90.77,787.0,5649.00,0.9920
1952,1.025857984,0.80690,1.57,1264.70,1520.0,5123.00,0.8470
1953,5.600133270,2.65080,1.73,194.26,952.0,5288.00,0.9780
1954,25.203412800,4.51500,2.42,30.62,600.0,5831.00,0.9210
1955,1.615357809,1.14350,1.37,99.32,806.0,3821.00,0.4860
1956,5.640676975,2.83540,4.59,379.36,1125.0,5794.00,1.2160
1957,25.563862600,4.68500,4.00,47.94,671.0,6228.00,1.0490
1958,6.783413250,3.54370,20.75,11295.61,2628.0,5096.00,8.7690
1959,12.794547400,3.41970,1.60,10.10,455.0,4090.00,0.5710
1960,42.426964700,5.90700,3.44,14.33,496.0,5330.00,1.0130
1961,1.434745129,1.86200,1.50,1813.00,1664.0,5806.00,1.0640
1962,6.957870000,4.53700,1.39,284.40,1047.0,6240.00,1.0250
1963,3.281920560,2.91700,1.60,728.90,1326.0,5859.00,1.1620
1964,12.516105490,4.85300,1.87,122.54,848.0,5859.00,1.1620
1965,5.452987420,2.13280,0.92,158.12,904.0,5450.00,0.8420
1966,3.266627330,2.05600,0.68,312.85,1072.0,5450.00,0.8420
1967,4.457432670,2.32260,0.79,67.70,732.0,4487.00,0.6120
1968,2.818147150,1.76300,1.30,298.20,1059.0,5167.00,0.7870
1969,9.490763800,2.71300,1.05,58.01,704.0,5290.00,0.7460
1970,0.761962470,1.28200,1.08,1710.11,1638.0,5167.00,0.7870
1971,1.824649000,4.22850,5.31,1222.28,1508.0,6190.00,0.7930
1972,2.832647249,2.30600,1.37,1054.98,1453.0,5865.00,1.2720
1973,3.700632510,5.40800,1.24,737.02,1329.0,5423.00,1.4040
1974,3.930839970,2.93200,1.20,711.45,1317.0,6038.00,1.1910
1975,7.630081960,2.78000,1.39,293.67,1056.0,6038.00,1.1910
1976,16.223784790,2.54620,1.51,49.35,676.0,5547.00,0.9250
1977,9.762932840,3.06400,1.94,57.59,703.0,5052.00,0.8160
1978,58.601926000,5.52200,2.06,15.80,508.0,6250.00,1.0190
1979,25.082340200,6.42300,2.26,85.76,776.0,6429.00,1.2620
1980,78.099890800,8.42200,3.37,12.52,480.0,5779.00,1.2840
1981,4.271037270,2.27590,1.22,356.54,1108.0,5984.00,0.9060
1982,4.272264210,2.11300,0.64,218.63,981.0,5450.00,0.8420
1983,2.192519030,1.84500,0.37,533.25,1225.0,5450.00,0.8420
1984,3.532324290,2.76500,1.43,427.65,1159.0,5761.00,0.9560
1985,15.039463260,5.10080,12.36,202.60,962.0,6501.00,1.4410
1986,4.702495974,2.34210,37.24,219.08,981.0,5408.00,0.8780
1987,10.440873980,3.74300,3.41,111.52,829.0,5738.00,0.9810
1988,39.755764200,1.95800,13.72,2.64,325.0,4405.00,0.5110
1989,10.271275270,3.02900,0.94,16.02,510.0,4405.00,0.5110
1990,12.572289700,4.76500,1.09,145.82,886.0,6084.00,1.1690
1991,40.836630700,4.95600,1.50,14.30,496.0,5529.00,0.9250
1992,11.776107300,2.82900,1.31,34.75,619.0,5096.00,0.6890
1993,29.712318100,70.37070,46.43,135.31,870.0,6440.00,1.9210
1994,20.618034800,3.26700,1.57,3.92,359.0,3757.00,0.5760
1995,19.940121100,4.28300,2.42,28.29,588.0,5623.00,0.7630
1996,22.242003200,7.53200,2.04,195.54,954.0,5979.00,2.1640
1997,3.881483850,2.67900,0.59,423.00,1156.0,5854.00,0.9790
1998,0.577369336,1.08520,1.42,2239.26,1757.0,5255.00,0.7160
1999,186.654354830,10.51000,,,,,
2000,12.720370263,2.73060,4.75,180.23,934.0,6267.00,1.2580
2001,86.593222940,7.98000,,,,,
2002,11.964073990,4.52600,3.21,100.96,808.0,5903.00,0.9610
2003,2.493237866,2.64400,9.48,5975.48,2241.0,5002.00,4.1310
2004,12.904675230,3.28000,1.49,20.91,545.0,4513.00,0.7220
2005,68.886101700,5.92500,1.47,14.91,501.0,5753.00,1.2220
2006,9.991152410,2.65700,1.68,44.77,660.0,4838.00,0.7960
2007,4.267961416,1.34270,1.42,834.16,1371.0,6395.00,1.2370
2008,36.292017000,8.19800,3.10,54.91,694.0,5843.00,1.6150
2009,0.925589891,1.96700,50.60,460202.18,6637.0,4094.00,24.4880
2010,17.251213970,2.03710,2.64,5.17,385.0,3879.00,0.5370
2011,1.867281146,7.49500,31.18,1405.94,1561.0,6117.00,1.0250
2012,9.309918340,3.45500,1.21,164.38,913.0,5806.00,1.1010
2013,18.120938800,3.78100,1.68,20.58,543.0,4905.00,0.7740
2014,3.239417750,2.56900,0.77,511.14,1213.0,6075.00,0.8580
2015,3.988649990,3.51600,1.15,547.73,1233.0,5692.00,1.1880
2016,2.524017517,1.19680,1.50,495.14,1203.0,5420.00,0.8710
2017,25.112336200,7.92200,2.22,53.73,691.0,6133.00,1.1120
2018,2.121023807,0.36730,5.75,1446.50,1573.0,6133.00,1.1120
2019,33.180894530,15.24000,,,,,
2020,3.555579220,3.24000,0.84,615.03,1270.0,5839.00,1.0820
2021,31.201220200,4.07700,1.47,6.44,406.0,4513.00,0.7220
2022,22.596825600,6.17900,1.30,47.70,670.0,5610.00,1.1040
2023,45.348638100,4.85800,1.61,18.84,531.0,5610.00,1.1040
2024,5.254195890,2.98780,2.12,338.15,1093.0,6123.00,0.9870
2025,5.906089020,2.40900,1.77,247.83,1012.0,5966.00,0.9610
2026,13.815044490,2.32440,1.91,5.52,391.0,3732.00,0.5090
2027,12.412851800,4.29800,1.50,179.24,933.0,5945.00,1.3460
2028,3.924530090,3.69100,1.82,314.25,1074.0,5776.00,0.8490
2029,11.606530610,2.19400,1.88,27.47,584.0,4703.00,0.7010
2030,2.668312740,2.41410,1.48,581.38,1252.0,5806.00,0.8990
2031,2.932250900,2.93100,1.33,700.81,1312.0,6106.00,0.9660
2032,23.477255300,6.73500,1.34,70.05,738.0,6384.00,1.1210
2033,66.557672800,10.53200,4.96,77.68,757.0,5734.00,3.4050
2034,2.019486070,5.24800,2.15,988.37,1430.0,5884.00,0.9440
2035,3.044682290,5.95100,0.86,566.03,1244.0,5575.00,0.9800
2036,15.050283130,1.84800,2.46,69.16,735.0,5887.00,0.9890
2037,2.455240626,1.72722,10.60,67.30,730.0,3793.00,0.5680
2038,9.082334110,2.00800,1.35,68.75,734.0,5354.00,0.7880
2039,0.790539912,1.05670,1.24,1200.65,1502.0,4791.00,0.7670
2040,1.705782214,1.00700,1.82,1060.41,1455.0,5387.00,1.0090
2041,0.532086296,4.02300,16.99,2417.28,1790.0,5271.00,0.6980
2042,47.705256600,5.95900,2.89,3.42,347.0,4551.00,0.6720
2043,6.238535444,3.52550,2.53,465.61,1185.0,6267.00,1.2580
2044,86.829519000,7.46400,1.68,0.35,196.0,3576.00,0.4630
2045,9.956670350,3.53400,3.41,189.48,946.0,6165.00,1.1150
2046,10.417287220,4.12500,1.64,135.34,870.0,5557.00,1.1510
2047,0.984941669,1.97240,1.49,7044.68,2335.0,5825.00,1.6620
2048,0.663085361,1.15220,1.60,1894.94,1681.0,5172.00,0.7670
2049,19.118742500,6.80500,2.33,108.48,823.0,5862.00,1.4630
2050,1.087491010,1.61920,4.91,21388.70,3081.0,5988.00,3.2040
2051,1.183818383,1.39300,0.91,2337.65,1775.0,6014.00,0.9920
2052,4.988450990,7.45300,1.33,292.71,1055.0,5695.00,0.9610
2053,3.543919702,1.87170,1.21,42.68,652.0,3879.00,0.5370
2054,8.281570720,3.10000,1.37,197.82,956.0,5640.00,1.1750
2055,0.826284420,0.96030,0.96,1654.69,1629.0,5218.00,0.8290
2056,6.377052950,1.94900,2.15,180.66,935.0,5672.00,0.9650
2057,8.839294620,1.71900,1.94,86.50,778.0,5330.00,0.8700
2058,0.631795416,1.07030,1.88,14547.08,2797.0,6414.00,1.5190
2059,7.561261520,2.85100,1.20,149.17,891.0,5853.00,0.8950
2060,34.989784700,4.20800,1.14,1.71,292.0,3765.00,0.5210
2061,7.054294830,1.71600,1.00,14.46,497.0,3765.00,0.5210
2062,2.270501060,1.90300,0.55,157.05,903.0,4671.00,0.5280
2063,26.783893500,4.58400,1.59,17.69,523.0,5242.00,0.8560
2064,45.126216000,6.65600,2.32,31.54,604.0,6499.00,1.1690
2065,11.940191010,2.86600,1.86,35.99,625.0,5073.00,0.7480
2066,3.512956740,3.06000,1.10,999.60,1434.0,6453.00,1.1700
2067,48.431300300,4.03000,2.78,5.81,396.0,4891.00,0.8050
2068,7.203855862,2.54180,2.25,15.87,509.0,3834.00,0.5390
2069,6.738087010,2.59100,0.73,90.19,786.0,5168.00,0.7690
2070,7.575714140,2.35700,2.45,315.80,1075.0,6418.00,1.1710
2071,4.768876710,1.67200,2.11,1303.61,1532.0,6063.00,1.8550
2072,1.347512632,1.98170,23.45,775.18,1346.0,5316.00,0.6850
2073,0.512581697,1.57890,1.32,3827.79,2009.0,5547.00,0.8200
2074,12.077608840,2.23300,1.03,59.51,708.0,5370.00,0.8450
2075,18.555815650,5.37200,20.83,2442.24,1793.0,5988.00,8.8410
2076,13.330948690,1.42600,25.95,104.37,815.0,5991.00,1.0390
2077,6.383157440,1.70750,2.35,91.00,787.0,5262.00,0.7140
2078,27.521947720,4.04700,2.47,2.28,314.0,3780.00,0.5110
2079,16.128967900,6.27100,2.94,61.87,715.0,5392.00,1.0870
2080,13.563115700,5.43800,1.75,68.41,733.0,5853.00,0.8950
2081,16.295991600,2.11600,1.83,49.81,678.0,5495.00,0.9610
2082,4.160566580,2.61000,0.70,222.54,985.0,5481.00,0.8150
2083,2.931017710,2.23100,1.15,390.28,1134.0,5485.00,0.7880
2084,39.792200770,4.46600,1.90,10.38,458.0,5437.00,0.7810
2085,16.227675600,3.69900,2.11,41.57,648.0,5328.00,0.8830
2086,1.595630597,1.79300,17.94,778.05,1346.0,5632.00,0.7290
2087,14.820059600,3.90200,0.96,21.92,552.0,4825.00,0.7320
2088,20.490410000,4.36900,2.34,36.01,625.0,5681.00,0.9230
2089,0.962827066,4.48000,29.27,31471.91,3399.0,6534.00,3.0280
2090,8.679037000,2.86400,1.79,191.84,949.0,6117.00,1.0270
2091,11.129697100,2.94200,1.93,119.44,843.0,6122.00,0.9640
2092,2.729603600,2.72100,1.53,1056.15,1455.0,5887.00,1.2350
2093,3.116041940,1.77630,1.59,375.55,1123.0,5591.00,0.8600
2094,46.827677250,1.90330,2.13,1.37,276.0,3879.00,0.5370
2095,12.737237100,3.35800,0.87,55.82,697.0,5420.00,0.8680
2096,40.030626700,4.81500,2.01,34.19,617.0,5855.00,1.3730
2097,0.679336747,1.21880,1.40,2982.78,1883.0,5440.00,0.9130
2098,213.610320700,10.76430,46.07,1.69,291.0,5931.00,0.8450
2099,170.865849200,16.98950,24.40,5.33,387.0,5989.00,1.3240
2100,21.476427270,5.54980,59.50,43.52,655.0,5780.00,1.0000
2101,17.550974200,4.06400,5.97,56.90,700.0,5780.00,1.0000
2102,88.512201400,6.82140,4.70,5.47,390.0,5593.00,0.9450
2103,10.215075060,3.39500,1.50,87.48,780.0,5406.00,0.9500
2104,8.380697300,3.02800,1.91,57.04,701.0,5062.00,0.7350
2105,31.057294700,3.40100,1.85,12.57,480.0,5395.00,0.7340
2106,15.162228700,7.33200,3.12,111.74,829.0,6325.00,1.1120
2107,10.043783510,5.54800,2.94,193.39,951.0,6325.00,1.1120
2108,7.103979250,1.53980,1.51,105.84,818.0,5488.00,0.7890
2109,4.551398800,2.45700,1.13,159.65,907.0,5009.00,0.8400
2110,10.912740650,2.18010,2.13,9.12,443.0,3834.00,0.5390
2111,12.214154500,10.26200,18.13,51.37,683.0,5435.00,0.8240
2112,3.732261000,2.05400,1.09,369.47,1119.0,5762.00,0.8670
2113,3.032671350,1.77400,0.60,468.31,1187.0,5640.00,0.9210
2114,5.341824660,3.57700,0.95,379.09,1125.0,5767.00,1.1350
2115,2.131945045,1.80610,1.66,955.16,1418.0,5845.00,1.0130
2116,12.946256700,9.56800,1.13,80.34,764.0,6058.00,0.8670
2117,5.779571330,2.52130,1.50,30.22,598.0,4102.00,0.5810
2118,6.773678920,3.57900,1.33,324.84,1083.0,6392.00,1.0720
2119,5.224024360,2.60800,0.58,185.16,941.0,5487.00,0.8400
2120,11.660166700,5.88200,2.08,114.36,834.0,5791.00,1.0830
2121,89.465468000,9.88000,2.57,21.43,549.0,5192.00,2.4600
2122,18.016122700,4.01600,2.39,82.38,768.0,6245.00,1.0650
2123,40.877760500,9.74500,29.55,18.15,526.0,5930.00,0.9370
2124,6.802434310,3.81700,2.60,151.72,895.0,5836.00,0.8160
2125,84.573334600,5.76200,2.59,4.26,366.0,5418.00,0.8880
2126,21.301818630,3.87630,0.72,23.89,564.0,5437.00,0.7810
2127,4.147890510,3.82900,1.93,878.32,1389.0,6150.00,1.4170
2128,15.921081380,1.54430,3.14,40.88,645.0,5595.00,0.8200
2129,19.005409800,1.84300,28.47,78.19,758.0,6347.00,1.0360
2130,1.964331130,2.38100,1.33,1704.63,1638.0,6306.00,1.1210
2131,2.810432280,3.87400,1.43,1978.53,1701.0,5415.00,2.0790
2132,0.968527683,1.36720,1.21,1867.00,1677.0,5580.00,0.8860
2133,0.664074145,1.09250,1.19,1998.48,1703.0,5178.00,0.7970
2134,11.748990700,4.04300,1.01,363.51,1114.0,6440.00,1.6550
2135,175.603366000,9.54300,2.87,3.46,348.0,6225.00,1.0090
2136,3.849371737,2.63200,12.94,4055.29,2034.0,6244.00,2.9920
2137,0.366197145,1.23350,51.34,2335438.28,9983.0,4448.00,31.5000
2138,4.164384505,1.84640,2.54,28.75,590.0,3808.00,0.5080
2139,2.104335340,1.11680,0.79,45.34,662.0,3605.00,0.4330
2140,28.843175100,3.17100,2.66,13.77,491.0,5151.00,0.7850
2141,1.378649746,1.22320,6.51,68.34,734.0,3440.00,0.4390
2142,1.112207126,1.35000,0.73,2467.09,1797.0,6046.00,0.9720
2143,64.034363000,9.17400,3.47,6.72,411.0,5691.00,0.7830
2144,1.303576682,1.02100,1.51,1940.45,1694.0,6045.00,0.9550
2145,1.958577398,2.38800,1.80,579.19,1252.0,5402.00,0.8160
2146,5.191036990,4.22200,1.92,462.91,1183.0,6321.00,1.1250
2147,4.866385040,2.29600,1.32,372.70,1121.0,5688.00,1.1110
2148,4.791769930,4.52000,0.81,143.74,883.0,5138.00,0.7560
2149,25.193398900,4.62000,1.95,16.34,513.0,5009.00,0.8400
2150,0.759762021,4.91200,24.20,6419.35,2280.0,6386.00,1.1230
2151,4.790912471,0.51340,2.25,62.51,717.0,4359.00,0.6760
2152,6.494414640,2.34400,1.75,68.05,732.0,4769.00,0.7420
2153,2.576571021,1.59970,1.57,62.42,717.0,3834.00,0.5390
2154,28.475000600,4.71800,2.64,13.50,489.0,4996.00,0.8310
2155,14.796630600,5.61300,0.98,138.25,874.0,6175.00,1.3070
2156,11.254018710,4.75900,2.42,147.13,888.0,5995.00,1.1180
2157,9.182442990,4.31800,1.24,289.74,1052.0,6194.00,1.3140
2158,14.613478100,5.26600,1.12,155.87,901.0,6194.00,1.3140
2159,119.682075000,31.28000,30.39,3.59,351.0,5778.00,0.9110
2160,42.992328400,4.72600,3.32,14.33,496.0,5593.00,0.9450
2161,6.883412780,2.06740,2.63,321.63,1080.0,6139.00,1.1930
2162,4.593595496,2.74680,44.14,258.12,1022.0,5717.00,0.8840
2163,197.511148400,11.10600,9.52,5.54,391.0,5616.00,1.6740
2164,11.172672300,6.10600,1.50,255.06,1019.0,5616.00,1.6740
2165,2.535732840,3.98900,1.36,1842.18,1671.0,5616.00,1.6740
2166,6.791646560,3.34300,1.01,230.81,994.0,5772.00,1.0030
2167,11.837693300,3.38100,1.00,110.03,826.0,5772.00,1.0030
2168,18.552516200,4.38500,2.53,33.14,612.0,5569.00,0.8290
2169,47.365932800,7.92900,11.97,12.62,481.0,5708.00,0.9020
2170,13.366930900,3.73300,0.27,43.71,656.0,5417.00,0.7720
2171,1.045492348,2.93300,0.83,6522.69,2291.0,6057.00,1.4570
2172,4.866340940,1.88500,1.94,142.39,881.0,4996.00,0.8310
2173,5.604023070,1.02730,1.25,84.65,774.0,4847.00,0.7370
2174,13.031358300,4.52100,2.88,84.94,774.0,5514.00,1.0710
2175,40.990500200,7.33600,2.41,36.50,627.0,5842.00,1.4100
2176,57.293230900,4.87800,1.95,3.76,355.0,4806.00,0.7290
2177,8.005047490,3.32000,1.52,271.68,1035.0,6398.00,1.1010
2178,12.130704140,3.84300,1.61,155.85,901.0,6398.00,1.1010
2179,5.613576530,2.90500,1.41,435.61,1165.0,6398.00,1.1010
2180,29.225437200,5.29300,1.35,33.69,614.0,6049.00,1.0080
2181,1.332550870,3.56500,1.19,2107.29,1728.0,5774.00,1.0540
2182,40.879224300,7.00500,1.62,8.59,437.0,5383.00,0.7200
2183,18.826287700,2.34400,2.34,28.85,591.0,5215.00,0.8450
2184,13.903405700,3.40800,1.55,41.08,646.0,5261.00,0.8190
2185,3.410459810,2.86600,1.06,149.88,892.0,4983.00,0.6510
2186,4.767027590,2.01300,1.19,282.97,1046.0,5629.00,0.9370
2187,13.628010480,3.53740,3.28,39.48,639.0,5052.00,0.8550
2188,53.358044400,6.81200,3.41,11.94,474.0,5481.00,1.0360
2189,16.832031750,4.03100,1.86,53.44,690.0,5518.00,1.0080
2190,13.374995530,1.63900,2.01,57.85,703.0,5263.00,0.9610
2191,4.353701360,1.91300,1.33,456.83,1179.0,5992.00,0.9850
2192,134.966940000,18.43000,0.87,5.18,385.0,6154.00,1.0530
2193,1.385787741,1.64490,0.55,245.15,1008.0,4239.00,0.6000
2194,12.022953620,1.26670,3.28,85.78,776.0,5982.00,0.8790
2195,16.797162620,3.83000,2.75,15.19,503.0,4652.00,0.6970
2196,18.596115180,2.30520,1.53,4.48,371.0,3834.00,0.5390
2197,5.774403260,1.76800,0.80,18.60,529.0,3808.00,0.5080
2198,2.622134451,4.73500,1.64,1359.14,1548.0,5864.00,1.3690
2199,11.476852630,2.75600,1.58,94.94,796.0,5550.00,1.0320
2200,73.711039000,10.06200,1.77,23.81,563.0,6374.00,1.5020
2201,14.433483260,2.66300,16.25,22.91,558.0,4915.00,0.7020
2202,40.008889400,3.61600,20.75,27.65,585.0,6237.00,1.0230
2203,6.357053140,1.32400,1.59,227.07,990.0,5982.00,0.9600
2204,6.587388390,4.75800,1.35,136.02,871.0,5616.00,0.8220
2205,0.759706632,1.08960,1.38,51080.76,3834.0,8621.00,2.0940
2206,4.370332330,2.84500,1.56,475.39,1191.0,5657.00,1.1820
2207,1.530515205,0.59450,0.84,32.46,608.0,3462.00,0.2590
2208,1.080702940,3.36300,1.04,1419.52,1565.0,5482.00,0.8130
2209,4.742545180,1.02300,1.77,369.34,1118.0,6046.00,1.0070
2210,18.135599790,2.01900,24.49,72.36,744.0,6184.00,1.0380
